admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Arhuaco,Malayo,Barí,Coconucan,Pijao,Awa-Cuaiquer,Cubeo,Curripaco,Embera,Guambiano,Cañamomo,Inga,Camsa,Kogi,Chibcha,Paéz,Piapoco,Puinave,Pasto,Saliba,Guahibo,Totoro,Ticuna,Tunebo,Woun Meu,Guajiro,Ocaina,Napo Lowland Quechua,Yukpa,Embera-Catio,Mokana,Kamkuamo,Spanish,English,French,Italian,German,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+lang+pct+iso639-3_arh,#indicator+lang+pct+iso639-3_mbp,#indicator+lang+pct+iso639-3_mot,#indicator+lang+pct+iso639-3_cca,#indicator+lang+pct+iso639-3_pij,#indicator+lang+pct+iso639-3_kwi,#indicator+lang+pct+iso639-3_cub,#indicator+lang+pct+iso639-3_kpc,#indicator+lang+pct+iso639-3_emp,#indicator+lang+pct+iso639-3_gum,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ing,#indicator+lang+pct+iso639-3_kbh,#indicator+lang+pct+iso639-3_kog,#indicator+lang+pct+iso639-3_chb,#indicator+lang+pct+iso639-3_pbb,#indicator+lang+pct+iso639-3_pio,#indicator+lang+pct+iso639-3_pui,#indicator+lang+pct+iso639-3_bpb,#indicator+lang+pct+iso639-3_slc,#indicator+lang+pct+iso639-3_guh,#indicator+lang+pct+iso639-3_ttk,#indicator+lang+pct+iso639-3_tca,#indicator+lang+pct+iso639-3_tnd,#indicator+lang+pct+iso639-3_noa,#indicator+lang+pct+iso639-3_guc,#indicator+lang+pct+iso639-3_oca,#indicator+lang+pct+iso639-3_qvo,#indicator+lang+pct+iso639-3_yup,#indicator+lang+pct+iso639-3_cto,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_spa,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_ita,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age3up,#population+m+pct+literate+age3up,#population+f+pct+literate+age3up,#meta+data+bool,#meta+confidence,#meta+text
"Mosquera, Olaya Herrera","CO52473,CO52490",Nariño,CO52,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.038,32836,17187,15650,0.597,0.588,0.608,Yes,Medium,
"San Lorenzo, San Pedro de Cartago, Arboleda","CO52687,CO52694,CO52051,",Nariño,CO52,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32587,16816,15772,0.777,0.802,0.751,Yes,Medium,
"Ospina, Pupiales, Gualmatán","CO52506,CO52585,CO52323,",Nariño,CO52,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32188,16069,16120,0.889,0.894,0.884,Yes,Medium,
"Cuaspud, Guachucal, Aldana","CO81220,CO52317,CO52022,","Arauca,Nariño","CO81,CO52",Colombia,CO,4,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,30895,15144,15752,0.844,0.873,0.816,Yes,Medium,
"Yacuanquer, Iles, Imués, Contadero","CO52885,CO52352,CO52354,CO52210",Nariño,CO52,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30513,15322,15192,0.835,0.852,0.818,Yes,Medium,
La Unión,CO68385,Santander,CO68,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,27364,13733,13632,0.810,0.835,0.786,Yes,Medium,
"Potosí, Córdoba","CO52560,CO63212","Nariño,Quindio","CO52,CO63",Colombia,CO,6,Spanish,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.000,0.000,26662,12969,13693,0.843,0.860,0.828,Yes,Medium,
"Puerres, Tangua, Funes","CO52573,CO52788,CO52287,",Nariño,CO52,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,26379,13155,13224,0.832,0.844,0.820,Yes,Medium,
"San Pablo, Colón","CO52693,CO86219","Nariño,Putumayo","CO52,CO86",Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,24634,12482,12153,0.780,0.799,0.760,Yes,Medium,
Sandoná,CO20750,Cesar,CO20,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,24341,12557,11784,0.801,0.805,0.798,Yes,Medium,
"La Cruz, Belén","CO52378,CO52083",Nariño,CO52,Colombia,CO,5,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,22646,11465,11182,0.815,0.819,0.811,Yes,Medium,
"La Florida, Consaca","CO52381,CO68209","Nariño,Santander","CO52,CO68",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,22229,10936,11293,0.794,0.807,0.782,Yes,Medium,
Cumbal,CO52227,Nariño,CO52,Colombia,CO,6,Spanish,0.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.995,0.000,0.000,0.000,0.000,0.000,22017,10798,11220,0.809,0.831,0.788,Yes,Medium,
"Ancuyá, Guaitarilla","CO52036,CO52320",Nariño,CO52,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21247,10900,10348,0.843,0.846,0.840,Yes,Medium,
"Ricaurte, Mallama","CO52612,CO52435",Nariño,CO52,Colombia,CO,7,Spanish,0.995,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.995,0.000,0.000,0.000,0.000,0.000,20514,10603,9912,0.637,0.651,0.621,Yes,Medium,
"Armenia, Salento","CO63001,CO63690",Quindio,CO63,Colombia,CO,7,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.039,0.005,0.000,0.000,0.015,272869,129768,143099,0.912,0.905,0.918,Yes,Medium,
Calarca,CO95015,Guaviare,CO95,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.017,0.000,0.000,0.000,0.000,70770,34596,36174,0.876,0.869,0.883,Yes,Medium,
"Filandia, Quimbaya","CO63272,CO63594",Quindio,CO63,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,44948,22450,22499,0.855,0.851,0.859,Yes,Medium,
Montenegro,CO63470,Quindio,CO63,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.032,37937,19100,18838,0.837,0.824,0.850,Yes,Medium,
La Tebaida,CO68385,Santander,CO68,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32410,15964,16446,0.837,0.822,0.851,Yes,Medium,
Circasia,CO63190,Quindio,CO63,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.041,26598,12989,13610,0.871,0.863,0.879,Yes,Medium,
"Buenavista, Génova, Pijao, Córdoba","CO70110,CO63302,CO63548,CO63212","Sucre,Quindio","CO70,CO63",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23905,12504,11402,0.832,0.821,0.845,Yes,Medium,
Sincelejo,CO70001,Sucre,CO70,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,1.000,0.014,0.000,0.000,0.000,0.013,236255,114084,122171,0.835,0.825,0.844,Yes,Medium,
"Corozal, El Roble, Galeras, San Benito Abad, San Luis de Sincé","CO70215,CO70233,CO70235,CO70678,CO70742",Sucre,CO70,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.013,132615,66809,65810,0.752,0.735,0.770,Yes,Medium,
San Marcos,CO70708,Sucre,CO70,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.068,50309,25554,24756,0.710,0.697,0.723,Yes,Medium,
"Coveñas, Palmito, Santiago de Tolú","CO70221,CO70523,CO70820,",Sucre,CO70,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.168,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,48306,24502,23804,0.757,0.754,0.761,Yes,Medium,
"Guaranda, Majagual","CO70265,CO70429",Sucre,CO70,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,46861,25099,21762,0.720,0.695,0.749,Yes,Medium,
San Onofre,CO70713,Sucre,CO70,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,45543,23447,22097,0.676,0.664,0.689,Yes,Medium,
Sampués,CO70670,Sucre,CO70,Colombia,CO,6,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,36045,18542,17504,0.705,0.712,0.698,Yes,Medium,
"Morroa, Tolú Viejo","CO70473,CO54820","Sucre,Norte de Santander","CO70,CO54",Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30613,15955,14659,0.759,0.742,0.777,Yes,Medium,
"Los Palmitos, San Juan de Betulia","CO70418,CO70702",Sucre,CO70,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30293,15610,14684,0.768,0.757,0.780,Yes,Medium,
"Coloso, Chalán, Ovejas","CO86219,CO70230,CO70508,","Putumayo,Sucre","CO86,CO70",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30145,15857,14288,0.718,0.715,0.721,Yes,Medium,
"Buenavista, San Pedro","CO70110,CO76670","Sucre,Valle del Cauca","CO70,CO76",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25116,13069,12047,0.796,0.785,0.808,Yes,Medium,
Sucre,CO70771,Sucre,CO70,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21674,11754,9921,0.716,0.690,0.747,Yes,Medium,
"Caimito, La Unión","CO70124,CO68385","Sucre,Santander","CO70,CO68",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,20579,10900,9680,0.683,0.672,0.696,Yes,Medium,
Ibagué,CO73001,Tolima,CO73,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.024,0.005,0.003,0.003,0.010,470573,222121,248451,0.890,0.879,0.899,Yes,Medium,
Espinal,CO73268,Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.022,71137,34439,36699,0.879,0.875,0.882,Yes,Medium,
"Lérida, Líbano, Murillo","CO73408,CO73411,CO73461,",Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,64101,32091,32010,0.812,0.797,0.827,Yes,Medium,
"San Antonio, Ortega, San Luis","CO73675,CO73504,CO73678,",Tolima,CO73,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,56955,29655,27302,0.756,0.752,0.762,Yes,Medium,
"Chaparral, Roncesvalles","CO73168,CO73622",Tolima,CO73,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,52080,26090,25991,0.781,0.767,0.795,Yes,Medium,
"Falan, Mariquita, Palocabildo","CO73270,CO15442,CO73520,","Tolima,Boyacá","CO73,CO15",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,49306,25000,24307,0.828,0.816,0.840,Yes,Medium,
"Guamo, Saldaña","CO73319,CO73671",Tolima,CO73,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,48760,24091,24670,0.828,0.824,0.832,Yes,Medium,
"Cajamarca, Rovira, Valle de San Juan","CO73124,CO73624,CO86865,","Tolima,Putumayo","CO73,CO86",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,45921,23651,22271,0.788,0.777,0.799,Yes,Medium,
"Armero, Casabianca, Herveo, Villahermosa","CO73055,CO73152,CO73347,CO73870",Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,38791,20295,18497,0.796,0.779,0.815,Yes,Medium,
"Alvarado, Anzoátegui, Coello, Piedras, Santa Isabel","CO73026,CO73043,CO73200,CO73547,CO73686",Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,36601,19279,17323,0.790,0.771,0.811,Yes,Medium,
"Ataco, Natagaima","CO73067,CO73483",Tolima,CO73,Colombia,CO,5,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.034,34509,17864,16645,0.770,0.761,0.780,Yes,Medium,
Melgar,CO73449,Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.050,31883,15767,16116,0.886,0.885,0.887,Yes,Medium,
"Carmen de Apicalá, Cunday, Icononzo, Suárez","CO73148,CO73226,CO73352,CO73770",Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,31518,16125,15394,0.822,0.816,0.827,Yes,Medium,
Fresno,CO73283,Tolima,CO73,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30584,15857,14728,0.809,0.786,0.834,Yes,Medium,
Flandes,CO73275,Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,27729,13526,14204,0.868,0.865,0.871,Yes,Medium,
Coyaima,CO73217,Tolima,CO73,Colombia,CO,6,Spanish,0.975,0.000,0.000,0.000,0.000,0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,27061,14115,12946,0.711,0.717,0.705,Yes,Medium,
Purificación,CO73585,Tolima,CO73,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,26145,13047,13099,0.824,0.809,0.840,Yes,Medium,
"Alpujarra, Dolores, Prado, Villarrica","CO73024,CO73236,CO73563,CO73873",Tolima,CO73,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25381,13358,12023,0.787,0.778,0.797,Yes,Medium,
Planadas,CO73555,Tolima,CO73,Colombia,CO,6,Spanish,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.000,0.000,25301,13306,11995,0.724,0.713,0.737,Yes,Medium,
